Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
857sinemet lp 100 mg25 mg cpr à libération prolongée,SINEMET LP 100MG/25MG  BOITE DE 30 COMPRIMES,1,1,0,4475,3400933566548,3400891904048,25011,3356654,3400933566548,9190404,3400891904048
7306doliprane 300 mg pdr pr sol buv sachet,DOLIPRANE   300 MG  BOITE DE 12 SACHETS FH,1,1,0,794,3400934999451,3400892109572,22486,3499945,3400934999451,9210957,3400892109572
354aspegic 1 000 mg ad pdr pr sol buv sachet,ASPEGIC 1000 MG BOITE DE 20 SACHETS,1,1,0,816,3400931898191,3400890072748,22511,3189819,3400931898191,9007274,3400890072748
0000860skenan lp 10 mg gélule,SKENAN LP  10 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,902,3400933323523,3400891510317,22610,3332352,3400933323523,9151031,3400891510317
3029medrol 100 mg cpr,MEDROL 100 MG BOITE DE 30 COMPRIMES SECABLES CONDITIONNEMENT UNITAIRE,1,1,0,957,3400937232425,3400891963359,22673,3723242,3400937232425,9196335,3400891963359
142orbenine 500 mg gélule,ORBENINE  500 MG BOITE DE 16 GELULES / HOPITAL CONDITIONNEMENT UNITAIRE,1,1,0,1118,3400931939337,3400890656856,22814,3193933,3400931939337,9065685,3400890656856
9600oracilline 1 m_iu10 ml susp buv flac 180 ml,ORACILLINE 1000000 UI/10 ML SUSPENSION BUVABLE FLACON DE 180 ML,1,1,0,1128,3400932827084,3400891270150,22822,3282708,3400932827084,9127015,3400891270150
6432bactrim cpr,BACTRIM 400 MG 80 MG BOITE DE 20 COMPRIMES,1,1,0,1374,3400930010693,3400890090087,413706,3001069,3400930010693,9009008,3400890090087
3217mupiderm 2 pommade tube 15 g,MUPIDERM 2% POMMADE TUBE DE 15 GR,1,1,0,1395,3400933046347,3400891381832,23077,3304634,3400933046347,9138183,3400891381832
462rifadine 300 mg gélule,RIFADINE 300 MG BOITE DE 30 GELULES,1,1,0,1405,3400930915004,3400890802888,617537,3091500,3400930915004,9080288,3400890802888
6745rifadine 2 susp buv flac 120 ml,RIFADINE  120 ML SUSPENSION BUVABLE  BOITE DE 1 FLACON,1,1,0,1406,3400931186762,3400890802949,23092,3118676,3400931186762,9080294,3400890802949
463rifadine 600 mg pdr et solv pr sol pr perf iv,RIFADINE  600 MG  LYO BOITE DE    1 FLACON+ SOLVANT,1,1,0,1407,3400936923690,3400891181630,23093,3692369,3400936923690,9118163,3400891181630
5756aromasine 25 mg cpr,AROMASINE 25 MG BOITE DE 30 COMPRIMES,1,1,0,1664,3400935279668,3400892239316,23396,3527966,3400935279668,9223931,3400892239316
1727imurel 50 mg cpr,IMUREL   50 MG BOITE DE 100 COMPRIMES,1,1,0,1743,3400936414907,3400892708478,23475,3641490,3400936414907,9270847,3400892708478
6873exacyl 500 mg cpr,EXACYL  500 MG BOITE DE 20 COMPRIMES,1,1,0,1812,3400932855520,3400891208528,23548,3285552,3400932855520,9120852,3400891208528
393exacyl 1 g sol buv amp 10 ml,EXACYL 1 GR SOLUTION BUVABLE BOITE DE  5 AMPOULES,1,1,0,1813,3400931157557,3400890340588,23549,3115755,3400931157557,9034058,3400890340588
788burinex 1 mg cpr,BURINEX 1 MG COMPRIME - BOITE DE 30 COMPRIMES,1,1,0,1886,3400932939657,3400891217391,23633,3293965,3400932939657,9121739,3400891217391
5849lasilix 10 mgml sol buv flac 60 ml,LASILIX 10 MG/ML 60 ML GOUTTES BUVABLES BOITE DE 1 FLACON,1,1,0,1893,3400933000912,3400891332865,23641,3300091,3400933000912,9133286,3400891332865
644trandate 200 mg cpr,TRANDATE 200 MG   BOITE DE 30 COMPRIMES PELLICULES,1,1,0,1940,3400932265268,3400890942218,23687,3226526,3400932265268,9094221,3400890942218
0000438mono tildiem lp 300 mg gélule à libération prolongée,MONO TILDIEM 300 MG LP BOITE DE 28 GELULES,1,1,0,2021,3400933572112,3400891584066,23776,3357211,3400933572112,9158406,3400891584066
664loxen 20 mg cpr séc,LOXEN 20 MG  BOITE DE 30 COMPRIMES,1,1,0,2031,3400932781737,3400891057751,23786,3278173,3400932781737,9105775,3400891057751
764aldomet 250 mg cpr,ALDOMET 250 MG BOITE DE 30 COMPRIMES,1,1,0,2051,3400930021989,3400890021821,23810,3002198,3400930021989,9002182,3400890021821
286alpress lp 5 mg cpr à libération prolongée,ALPRESS LP 5 MG  BOITE DE 30 COMPRIMES,1,1,0,2059,3400933117238,3400891346015,23816,3311723,3400933117238,9134601,3400891346015
416kardegic 75 mg pdr pr sol buv sachet,KARDEGIC  75 MG BOITE DE 30 SACHETS,1,1,0,2130,3400934744198,3400892065366,23890,3474419,3400934744198,9206536,3400892065366
759natispray 03 mgdose sol pr pulv buccale flac 18 ml,"NATISPRAY FORT 0,30 MG/DOSE 18 ML BOITE DE 1 FLACON",1,1,0,2159,3400934307065,3400891943948,23917,3430706,3400934307065,9194394,3400891943948
3825flecaine 100 mg cpr séc,FLECAINE 100 MG BOITE DE 30 COMPRIMES,1,1,0,2204,3400932636228,3400890352246,23962,3263622,3400932636228,9035224,3400890352246
13172naftilux 200 mg gélule,NAFTILUX  200 MG BOITE DE 200 GELULES,1,1,0,2248,3400932576562,3400890608251,24005,3257656,3400932576562,9060825,3400890608251
642seretide diskus 250 ug50 ugdose pdr pr inhal récipient unidose 28 doses,SERETIDE DISKUS 250/50 MCG POUDRE POUR INHALATION 28 DOSES,1,1,0,2319,3400935459640,3400892253442,24084,3545964,3400935459640,9225344,3400892253442
643seretide diskus 500 ug50 ugdose pdr pr inhal récipient unidose 28 doses,SERETIDE DISKUS 500/50 MCG POUDRE POUR INHALATION 28 DOSES,1,1,0,2320,3400935473486,3400892253503,24085,3547348,3400935473486,9225350,3400892253503
8715mucomystendo 1 g5 ml sol pr instil endotrachéo amp,ISTENDO  (EX MUCOMYSTENDO) 1 GR / 5 ML BOITE DE 6 AMPOULES ,1,1,0,2380,3400938026399,3400893059074,24148,3802639,3400938026399,9305907,3400893059074
3792pulmozyme 2 500 u25 ml sol pr inhal par nébu amp,"PULMOZYME 2,5 MG / 2,5 ML SOLUTION POUR INHALATION PAR NEBULISEUR BOITE DE 6 AMPOULES",1,1,0,2409,3400936467484,3400891648324,24170,3646748,3400936467484,9164832,3400891648324
453primperan 01 ad sol buv flac 200 ml,PRIMPERAN  200 ML SOLUTION BUVABLE BOITE DE 1 FLACON,1,1,0,2480,3400930861431,3400890752879,24249,3086143,3400930861431,9075287,3400890752879
9194zophren 4 mg5 ml sirop flac 50 ml,ZOPHREN  4 MG/5 ML  BOITE DE 1 FLACON DE 50 ML,1,1,0,2504,3400934165634,3400891980738,24274,3416563,3400934165634,9198073,3400891980738
1765spagulax mucilage pur granulés sachet,SPAGULAX MUCILAGE PUR BOITE DE 20 SACHETS DE 10 GR,1,1,0,2552,3400934064357,3400891840889,24318,3406435,3400934064357,9184088,3400891840889
4814eprex 2 000 iu05 ml sol inj srg,EPREX  2 000 UI / 0.5 ML BOITE DE 6 SERINGUES PREREMPLIES,1,1,0,2657,3400936466715,3400892726748,24436,3646671,3400936466715,9272674,3400892726748
332gynopevaryl 150 mg ovule,GYNO PEVARYL 150 MG OVULES BOITE DE 3,1,1,0,2711,3400932022762,3400890412650,24496,3202276,3400932022762,9041265,3400890412650
3046colchimax cpr séc,COLCHIMAX BOITE DE 20 COMPRIMES PELLICULES SECABLES,1,1,0,2809,3400930244906,3400890208956,24597,3024490,3400930244906,9020895,3400890208956
4701flector 1 gel tube 60 g,FLECTOR  1% GEL  60 GR BOITE DE 1 TUBE,1,1,0,2847,3400933384616,3400891560633,24628,3338461,3400933384616,9156063,3400891560633
370daonil 5 mg cpr séc,DAONIL 5 MG BOITE DE  100 COMPRIMES,1,1,0,2899,3400930280973,3400890239943,24676,3028097,3400930280973,9023994,3400890239943
22759humalog mix 25 100 iuml susp inj cart 3 ml,HUMALOG MIX 25 100 UI/ML  3  ML BOITE DE 5 CARTOUCHES,1,1,0,2950,3400934944512,3400892140919,24733,3494451,3400934944512,9214091,3400892140919
399gardenal 40 mg2 ml pdr et solv pr sol inj flac  amp,GARDENAL  40 MG INJ BOITE DE 1 FLACON,1,1,0,3163,3400932862092,3400891183641,24950,3286209,3400932862092,9118364,3400891183641
40alepsal 50 mg cpr,ALEPSAL  50 MG BOITE DE 30 COMPRIMES,1,1,0,3166,3400930022290,3400890022651,24953,3002229,3400930022290,9002265,3400890022651
3039alepsal 100 mg cpr,ALEPSAL 100 MG BOITE DE 30 COMPRIMES,1,1,0,3167,3400932896103,3400890022422,24954,3289610,3400932896103,9002242,3400890022422
5340comtan 200 mg cpr,COMTAN 200 MG BOITE DE 60 COMPRIMES,1,1,0,3216,3400934865176,3400892049168,25008,3486517,3400934865176,9204916,3400892049168
421largactil 4 sol buv en gouttes flac 30 ml,LARGACTIL 4%  30 ML GOUTTES BUVABLES BOITE DE 1 FLACON  FH,1,1,0,3273,3400930571477,3400890497466,25078,3057147,3400930571477,9049746,3400890497466
443nozinan 100 mg cpr séc,NOZINAN 100 MG BOITE DE   20 COMPRIMES FH,1,1,0,3286,3400930742983,3400890641197,25091,3074298,3400930742983,9064119,3400890641197
15762dipiperon 40 mgml sol buv en gouttes flac 30 ml,DIPIPERON  40 MG/ML  30 ML SUSPENSION BUVABLE  BOITE DE 1 FLACON,1,1,0,3322,3400931300458,3400890276443,25125,3130045,3400931300458,9027644,3400890276443
505urbanyl 10 mg cpr séc,URBANYL 10 MG BOITE DE 30 COMPRIMES SECABLES,1,1,0,3395,3400931813736,3400890965620,25199,3181373,3400931813736,9096562,3400890965620
564theralene 4 sol buv en gouttes flac 30 ml,THERALENE  30 ML GOUTTES BUVABLES BOITE DE 1 FLACON,1,1,0,3430,3400931053088,3400890922517,25237,3105308,3400931053088,9092251,3400890922517
690laroxyl 40 mgml sol buv flac 20 ml,LAROXYL 4 % GOUTTES 20 ML BOITE DE 1 FLACON,1,1,0,3443,3400930573259,3400890498876,25249,3057325,3400930573259,9049887,3400890498876
478teralithe 250 mg cpr séc,TERALITHE    250 MG BOITE DE  100 COMPRIMES  FH,1,1,0,3488,3400931376330,3400890911221,25296,3137633,3400931376330,9091122,3400890911221
11197nootropyl 20 sol buv flac 125 ml,NOOTROPYL 20 % 125 ML SOLUTION  BOITE DE 1 FLACON,1,1,0,3504,3400932095513,3400890634045,25310,3209551,3400932095513,9063404,3400890634045
5815multihance 05 mmolml sol inj iv flac 15 ml,MULTIHANCE 15 ML BOITE DE 1 FLACON,1,1,0,3667,3400934741357,3400892086996,25504,3474135,3400934741357,9208699,3400892086996
145betadine tulle 10 pansement 10 sachet,BETADINE TULLE 10 X 10 CARTON DE 6 BOITES DE 10 COMPRESSES CONDITIONNEMENT UNITAIRE,1,1,0,3978,3400932194087,3400890104029,25825,3219408,3400932194087,9010402,3400890104029
8312iopidine 1 collyre récipient unidose 025 ml,"IOPIDINE 1  % / 0,25 ML COLLYRE   BOITE DE 2 UNIDOSES",1,1,0,4272,3400934105432,3400891965421,26122,3410543,3400934105432,9196542,3400891965421
1777alphagan 02 collyre flac 5 ml,"ALPHAGAN  0,2 % 5 ML COLLYRE BOITE DE    1 FLACON",1,1,0,4273,3400934547300,3400892015040,26123,3454730,3400934547300,9201504,3400892015040
9063atropine 1 faure collyre récipient unidose 04 ml,"ATROPINE 1 % FAURE COLLYRE DE 0,4 ML BOITE DE 100 UNIDOSES",1,1,0,4283,3400932276325,3400891054040,87933,3227632,3400932276325,9105404,3400891054040
13181neosynephrine 10 faure collyre récipient unidose 04 ml,"NEOSYNEPHRINE 10 % FAURE 0,4 ML COLLYRE BOITE DE 100 UNIDOSES",1,1,0,4292,3400932314386,3400891054798,26144,3231438,3400932314386,9105479,3400891054798
9242celluvisc 4 mg04 ml collyre récipient unidose,"CELLUVISC 4 MG 0,4 ML COLLYRE BOITE DE 30 UNIDOSES",1,1,0,4314,3400933797447,3400891817478,26168,3379744,3400933797447,9181747,3400891817478
7097vit a 2 500 iu10 g dulcis pommade ophtalmique tube,VITAMINE A 10 GR POMMADE BOITE DE    1 TUBE,1,1,0,4388,3400931134435,3400891001112,26243,3113443,3400931134435,9100111,3400891001112
13704novorapid 100 uml sol inj cart 3 ml penfill,NOVORAPID PENFILL 3 100 UI 3 ML BTE DE 5 CARTOUCHES,1,1,0,4453,3400935259219,3400892229898,24729,3525921,3400935259219,9222989,3400892229898
7092flixotide 50 ugdose susp pr inhal flac 120 doses,FLIXOTIDE AEROSOL  50 MCG/DOSE  120 DOSES BOITE DE 1 FLACON,1,1,0,4623,3400933670375,3400892294315,24124,3367037,3400933670375,9229431,3400892294315
12503zamudol lp 50 mg gélule à libération prolongée,ZAMUDOL LP  50 MG  BOITE DE 30 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,4697,3400934654039,3400892052410,22560,3465403,3400934654039,9205241,3400892052410
6438nerisone crème tube 30 g,NERISONE 30 G CREME 10 TUBES,1,1,0,4782,3400932223794,3400890621328,25600,3222379,3400932223794,9062132,3400890621328
716neorecormon 3 000 iu03 ml sol inj srg,"NEORECORMON  3000 UI 0,3 ML BOITE DE 1 SERINGUE",1,1,0,4834,3400935002983,3400892011318,24458,3500298,3400935002983,9201131,3400892011318
6805insulatard 100 iuml susp inj flac 10 ml,INSULATARD 1000 UI / 10ML BOITE DE  1 FLACON,1,1,0,2937,3400936120280,3400892559773,24718,3612028,3400936120280,9255977,3400892559773
0000341rapifen 1 mg2 ml sol inj amp,"RAPIFEN  0,5 MG / ML SOLUTION INJECTABLE DE 2 ML BOITE DE 5 AMPOULES",1,1,0,175,3400955460572,3400891098792,21848,5546057,3400955460572,9109879,3400891098792
4724actiskenan 5 mg gélule,ACTISKENAN LI   5 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,890,3400934951374,3400892084237,22602,3495137,3400934951374,9208423,3400892084237
833actiskenan 10 mg gélule,ACTISKENAN LI  10 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,891,3400934990007,3400892083926,22603,3499000,3400934990007,9208392,3400892083926
0000834actiskenan 20 mg gélule,ACTISKENAN LI  20 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,892,3400934991295,3400892084008,22604,3499129,3400934991295,9208400,3400892084008
862skenan lp 30 mg gélule,SKENAN LP  30 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,903,3400933323691,3400891510546,22611,3332369,3400933323691,9151054,3400891510546
863skenan lp 60 mg gélule,SKENAN LP  60 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,904,3400933323752,3400891510607,22612,3332375,3400933323752,9151060,3400891510607
861skenan lp 100 mg gélule,SKENAN LP 100 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,905,3400933323813,3400891510485,22613,3332381,3400933323813,9151048,3400891510485
6064voltarene lp 75 mg cpr à libération prolongée,VOLTARENE LP 75 MG BOITE DE 30 COMPRIMES,1,1,0,1011,3400933592042,3400891689884,22722,3359204,3400933592042,9168988,3400891689884
559oracilline 1 m_iu cpr séc,ORACILLINE 1 M UI BOITE DE 12 COMPRIMES SECABLES,1,1,0,1125,3400931949152,3400890655446,22819,3194915,3400931949152,9065544,3400890655446
7386oracilline 500 000 iu5 ml susp buv flac 120 ml,"ORACILLINE 0,50 M UI  120 ML SUSPENSION BUVABLE BOITE DE 1 FLACON",1,1,0,1127,3400932826605,3400891058413,22821,3282660,3400932826605,9105841,3400891058413
2314erythrocine 1 g pdr pr sol pr perf iv,ERYTHROCINE I.V. 1 GR BOITE DE 1 FLACON,1,1,0,1311,3400955280590,3400891218114,22994,5528059,3400955280590,9121811,3400891218114
8518erythrocine 500 mg lyophilisat pr sol pr perf iv,"ERYTHROCINE I.V. 0,5 GR BOITE DE 1 FLACON",1,1,0,1312,3400955751885,3400891556612,22995,5575188,3400955751885,9155661,3400891556612
5000mycostatine 100 000 iuml susp buv flac 24 ml,MYCOSTATINE  100 000 UI SUSPENSION BUVABLE 24 ML BOITE DE 1 FLACON,1,1,0,1425,3400935179043,3400890605410,23110,3517904,3400935179043,9060541,3400890605410
6163diffuk 600 mg gélule,DIFFU-K  600 MG 10 BOITES DE 40 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,3089,3400932905997,3400891225037,24863,3290599,3400932905997,9122503,3400891225037
7895prodilantin 750 mg10 ml sol inj ou sol à diluer pr perf flac,PRODILANTIN  750MG/10ML  BOITE DE 10 FLACONS,1,1,0,3193,3400956109500,3400892050058,24980,5610950,3400956109500,9205005,3400892050058
125seresta 10 mg cpr,SERESTA 10MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,3400,3400957896188,3400890837149,254685,5789618,3400957896188,9083714,3400890837149
9118lysanxia 40 mg cpr séc,LYSANXIA  40 MG BOITE DE 20 COMPRIMES,1,1,0,3403,3400932610723,3400890556750,25208,3261072,3400932610723,9055675,3400890556750
90lysanxia 15 mgml sol buv en gouttes flac 20 ml,LYSANXIA  15 MG/ML  20 ML BOITE DE 1 FLACON,1,1,0,3404,3400933116866,3400891336429,25209,3311686,3400933116866,9133642,3400891336429
224atarax sirop flac 200 ml,ATARAX 200 ML BOITE DE 1 FLACON,1,1,0,3411,3400930081433,3400890077941,25216,3008143,3400930081433,9007794,3400890077941
215seropram 20 mg05 ml sol à diluer pr perf amp,"SEROPRAM  20 MG/0,5 ML  INJECTABLE BOITE DE 10 AMPOULES",1,1,0,3462,3400956155804,3400892025216,25269,5615580,3400956155804,9202521,3400892025216
216seropram 40 mgml sol buv flac 12 ml,SEROPRAM  40 MG/ML 12  ML SOLUTION BUVABLE BOITE DE 1 FLACON,1,1,0,3464,3400934653728,3400892064185,25271,3465372,3400934653728,9206418,3400892064185
137chibroxine 03 collyre flac 5 ml,"CHIBROXINE 0,3 % 5 ML BOITE DE  1 FLACON",1,1,0,4167,3400933132255,3400891432961,26019,3313225,3400933132255,9143296,3400891432961
138rifamycine chibret collyre flac 10 ml,RIFAMYCINE 1 000 000 UI %  10 ML COLLYRE  BOITE DE  1 FLACON,1,1,0,4169,3400930915233,3400890803021,26021,3091523,3400930915233,9080302,3400890803021
1792sterdex pommade ophtalmique récipient unidose,STERDEX POMMADE OPHTALMIQUE BOITE DE 12 UNIDOSES,1,1,0,4203,3400931384144,3400890877350,26053,3138414,3400931384144,9087735,3400890877350
136chibrocadron collyre flac 5 ml,CHIBRO-CADRON COLLYRE DE 5 ML BOITE DE 1 FLACON,1,1,0,4209,3400930217412,3400890189064,26059,3021741,3400930217412,9018906,3400890189064
1797mydriaticum 2 mg collyre récipient unidose 04 ml,"MYDRIATICUM 2MG/0,4 ML COLLYRE BOITE DE 100 UNIDOSES",1,1,0,4288,3400933979089,3400891775334,26140,3397908,3400933979089,9177533,3400891775334
24173risperidone 1 mg eg cpr orodispersible,RISPERIDONE EG 1 MG BOITE DE 28 COMPRIMES ORODISPERSIBLES CONDITIONNEMENT UNITAIRE,1,1,0,336780,3400949290468,3400893564837,336781,4929046,3400949290468,9356483,3400893564837
315glypressine 1 mg5 ml pdr et solv pr sol inj iv flac  amp,GLYPRESSINE 1 MG/5 ML POUDRE INJ BOITE DE 5 AMPOULES,1,1,0,2628,3400955627487,3400891260793,24401,5562748,3400955627487,9126079,3400891260793
323tractocile 675 mg09 ml sol inj flac,"TRACTOCILE   6,75 MG / 0,9 ML  SOLUTION INJECTABLE 1 FLACON",1,1,0,2737,3400956242603,3400892208039,24519,5624260,3400956242603,9220803,3400892208039
324tractocile 375 mg5 ml sol à diluer pr perf flac,"TRACTOCILE  37,5 MG / 5 ML SOLUTION INJECTABLE 1 FLACON",1,1,0,2738,3400956242771,3400892208268,24520,5624277,3400956242771,9220826,3400892208268
4602biafine émulsion pr appli cutanée tube 93 g,BIAFINE  93 GR BOITE DE 1 TUBE,1,1,0,4529,3400931922827,3400891085327,25747,3192282,3400931922827,9108532,3400891085327
513orgaran 750 iu antixa06 ml sol inj amp,"ORGARAN  750 UI/0,6 ML BOITE DE 10 AMPOULES",1,1,0,1795,3400955985686,3400891839470,23533,5598568,3400955985686,9183947,3400891839470
7498zyloric 200 mg cpr,ZYLORIC 200 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,2811,3400956007332,3400891039481,24599,5600733,3400956007332,9103948,3400891039481
733dobutamine 250 mg20 ml panpharma sol à diluer pr perf flac,DOBUTAMINE 250 MG/20 ML BOITE DE 10 FLACONS,1,1,0,247,3400956334773,3400892336398,21931,5633477,3400956334773,9233639,3400892336398
725amoxicilline 1 g panpharma pdr pr sol inj,AMOXICILLINE PANPHARMA 1 GR INJECTABLE BOITE DE 10 FLACONS,1,1,0,1092,3400956035885,3400891920475,22790,5603588,3400956035885,9192047,3400891920475
736gentamicine 10 mg1 ml panpharma sol inj amp,GENTAMICINE PANPHARMA  10 MG  BOITE DE 10 AMPOULES,1,1,0,1279,3400935120250,3400891210309,22963,3512025,3400935120250,9121030,3400891210309
0000737gentamicine 40 mg2 ml panpharma sol inj amp,GENTAMICINE PANPHARMA  40 MG BOITE DE 10 AMPOULES,1,1,0,1280,3400935120311,3400891210538,22964,3512031,3400935120311,9121053,3400891210538
738gentamicine 80 mg2 ml panpharma sol inj amp,GENTAMICINE PANPHARMA  80 MG BOITE DE 10 AMPOULES,1,1,0,1281,3400935120489,3400891210767,22965,3512048,3400935120489,9121076,3400891210767
14911gentamicine 160 mg2 ml panpharma sol inj amp,GENTAMICINE PANPHARMA 160 MG BOITE DE 10 AMPOULES,1,1,0,1282,3400935120540,3400891210477,22966,3512054,3400935120540,9121047,3400891210477
16389atosiban 675 mg09 ml panpharma sol inj amp,"ATOSIBAN  6,75 MG/0,9 ML SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON",1,1,0,357490,3400955012580,3400894134077,612750,5501258,3400955012580,9413407,3400894134077
0000684bactrim sol pr perf amp 5 ml,BACTRIM 400 MG 5 ML INJECTABLE BOITE DE 5 AMPOULES VERRE,1,1,0,1375,3400955663737,3400891215151,23056,5566373,3400955663737,9121515,3400891215151
709xeloda 500 mg cpr,XELODA 500 MG BOITE DE 120 COMPRIMES,1,1,0,1570,3400936574625,3400892046327,23289,3657462,3400936574625,9204632,3400892046327
1681cellcept 250 mg gélule,CELLCEPT 250 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,1744,3400935952585,3400891821321,23477,3595258,3400935952585,9182132,3400891821321
6679cellcept 500 mg cpr,CELLCEPT 500 MG BOITE DE  50 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,1745,3400935952707,3400891821499,23478,3595270,3400935952707,9182149,3400891821499
697rivotril 25 mgml sol buv en gouttes flac 20 ml,"RIVOTRIL 0,25 % 20 ML SOLUTION BUVABLE BOITE DE 1 FLACON",1,1,0,3181,3400931705246,3400890807272,617995,3170524,3400931705246,9080727,3400890807272
705valium 1 roche sol buv en gouttes flac 20 ml,VALIUM 10MG/ML SOLUTION BUVABLE EN GOUTTES BOITE DE 1 FLACON DE 20 ML,1,1,0,3186,3400931113034,3400890972482,24974,3111303,3400931113034,9097248,3400890972482
0000701valium 10 mg2 ml roche sol inj amp,VALIUM 10 MG 2 ML BOITE DE 6 AMPOULES,1,1,0,3187,3400931112433,3400890972543,24975,3111243,3400931112433,9097254,3400890972543
0000714neorecormon 2 000 iu03 ml sol inj srg,"NEORECORMON  2000 UI 0,3 ML BOITE DE 1 SERINGUE",1,1,0,4833,3400935002754,3400892011196,24456,3500275,3400935002754,9201119,3400892011196
695rivotril 1 mg1 ml sol à diluer inj amp,RIVOTRIL 1 MG / 1 ML BOITE DE 6 AMPOULES,1,1,0,80517,3400934428272,3400891996586,617996,3442827,3400934428272,9199658,3400891996586
672tegretol 200 mg cpr séc,TEGRETOL 200 MG BOITE DE 50 COMPRIMES,1,1,0,3176,3400931035459,3400890907149,24963,3103545,3400931035459,9090714,3400890907149
673tegretol lp 200 mg cpr séc à libération prolongée,TEGRETOL LP 200 MG BOITE DE 30 COMPRIMES,1,1,0,3177,3400933148744,3400891349207,24964,3314874,3400933148744,9134920,3400891349207
674tegretol lp 400 mg cpr séc à libération prolongée,TEGRETOL LP 400 MG BOITE DE 30 COMPRIMES,1,1,0,3178,3400932984312,3400891349375,24965,3298431,3400932984312,9134937,3400891349375
675tegretol 20 mgml susp buv flac 150 ml,TEGRETOL  20 MG / ML  150 ML SUSPENSION BUVABLE BOITE DE 1 FLACON,1,1,0,3179,3400932956395,3400891523492,24966,3295639,3400932956395,9152349,3400891523492
5008tobrex 03 collyre flac 5 ml,"TOBREX 0,3% 5 ML COLLYRE   BOITE DE 1 FLACON",1,1,0,4159,3400932805433,3400891255362,26012,3280543,3400932805433,9125536,3400891255362
4922trileptal 150 mg cpr,TRILEPTAL 150 MG BOITE DE 50 COMPRIMES,1,1,0,4477,3400935357014,3400892269580,24990,3535701,3400935357014,9226958,3400892269580
647zinnat 250 mg cpr,ZINNAT  250 MG BOITE DE 8 COMPRIMES ENROBES,1,1,0,1183,3400933121488,3400891302769,22869,3312148,3400933121488,9130276,3400891302769
6859wellvone 750 mg5 ml susp buv flac 226 ml,WELLVONE 750 MG / 5 ML SOLUTION BUVABLE BOITE DE 1 FLACON,1,1,0,1441,3400936572782,3400891863482,23133,3657278,3400936572782,9186348,3400891863482
13064zovirax 800 mg10 ml susp buv flac 180 ml,ZOVIRAX  800 MG / 10 ML SUSPENSION BUVABLE DE 180 ML BOITE DE 1 FLACON,1,1,0,1444,3400933593971,3400891707328,23137,3359397,3400933593971,9170732,3400891707328
565ventoline 100 ugdose susp pr inhal flac 200 doses,VENTOLINE AEROSOL 100 MCG 200 DOSES BOITE DE 1 FLACON DOSEUR,1,1,0,2295,3400934438738,3400892017051,24055,3443873,3400934438738,9201705,3400892017051
7617serevent 25 ugdose susp pr inhal flac 120 doses,SEREVENT AEROSOL 25 CMG BOITE DE 1 FLACON DISHAERT 120 DOSES,1,1,0,2311,3400933457808,3400891675696,24075,3345780,3400933457808,9167569,3400891675696
630flixotide diskus 500 ugdose pdr pr inhal récipient unidose 60 doses,FLIXOTIDE DISKUS 500 MCG/DOSE  60 DOSES BOITE DE 1 FLACON,1,1,0,2359,3400933936327,3400891924039,24129,3393632,3400933936327,9192403,3400891924039
8628flixotide diskus 250 ugdose pdr pr inhal récipient unidose 60 doses,FLIXOTIDE DISKUS 250 MCG/DOSE  60 DOSES BOITE DE 1 FLACON,1,1,0,2360,3400933933364,3400892116556,24128,3393336,3400933933364,9211655,3400892116556
640salbumol fort 5 mg5 ml sol pr perf amp,"SALBUMOL  5 MG/ 5 ML 0,1 % FORT BOITE DE 5 AMPOULES",1,1,0,2734,3400938092394,3400891304770,24062,3809239,3400938092394,9130477,3400891304770
624betneval 01 crème tube 30 g,"BETNEVAL 0,1 % CREME  TUBE DE  30 GR",1,1,0,3736,3400932473335,3400891083026,25584,3247333,3400932473335,9108302,3400891083026
625betneval 01 pommade tube 30 g,"BETNEVAL 0,1 % POMMADE TUBE DE  30 GR",1,1,0,3737,3400932473564,3400891083255,25585,3247356,3400932473564,9108325,3400891083255
5977flixotide 125 ugdose susp pr inhal flac 120 doses,FLIXOTIDE AEROSOL 125 MCG/DOSE  120 DOSES BOITE DE 1 FLACON,1,1,0,4622,3400933670665,3400892116617,24125,3367066,3400933670665,9211661,3400892116617
